osm_id,name,latitude,longitude,source_trail_length (in meters),STATE,STATEFIPS,COUNTY,NATFOREST,route_names,walking_distances (in kilometers),ACCESS_TYP,PARK_NAME,PARK_URL,SUID_NMA,MNG_AG_ID,MNG_AGENCY,MNG_AG_LEV,MNG_AG_TYP,AGNCY_WEB,LAYER,ACRES,LABEL_NAME
168372674,,33.4972072001,-117.1323148,105.240454781,,6,,,"24(Riverside Transit Agency),","0.719,",,,,,,,,,,,,
168888582,,33.7201728,-118.0359475,60.5398065231,,6,,,"72(Orange County Transportation Authority),72(Orange County Transportation Authority),72(Orange County Transportation Authority),","0.669,0.669,0.686,",,,,,,,,,,,,
168888604,,33.7196180002,-118.0362491,21.3979783031,,6,,,"72(Orange County Transportation Authority),72(Orange County Transportation Authority),72(Orange County Transportation Authority),","0.602,0.602,0.619,",,,,,,,,,,,,
168888617,,33.7172863,-118.0361701,32.5994223074,,6,,,"72(Orange County Transportation Authority),72(Orange County Transportation Authority),72(Orange County Transportation Authority),","0.319,0.319,0.336,",,,,,,,,,,,,
168888623,,33.7176587003,-118.0391824,34.5083187826,,6,,,"72(Orange County Transportation Authority),72(Orange County Transportation Authority),72(Orange County Transportation Authority),","0.38,0.38,0.387,",,,,,,,,,,,,
168888631,,33.7191238002,-118.037097,42.9580219547,,6,,,"72(Orange County Transportation Authority),72(Orange County Transportation Authority),72(Orange County Transportation Authority),","0.572,0.572,0.589,",,,,,,,,,,,,
168888635,,33.7199901001,-118.0358022,26.9506869901,,6,,,"72(Orange County Transportation Authority),72(Orange County Transportation Authority),72(Orange County Transportation Authority),","0.667,0.667,0.684,",Open Access,Gibbs Park,,19289,1141,"Huntington Beach, City of",City,City Agency,http://www.surfcity-hb.org/residents/parks_facilities/parks/index.cfm,City,6.762,Gibbs Park
169802846,,33.8128407,-117.9187021,0.86267992286,,6,,,"460(Los Angeles County Metropolitan Transportation Authority),","0.743,",,,,,,,,,,,,
169922934,,34.1494688003,-118.1645682,351.41652266,,6,,,"267/264(Los Angeles County Metropolitan Transportation Authority),267/264(Los Angeles County Metropolitan Transportation Authority),","0.425,0.492,",,,,,,,,,,,,
169922935,,34.1483364001,-118.1648662,230.183184092,,6,,,"51(Pasadena Transit),267/264(Los Angeles County Metropolitan Transportation Authority),51(Pasadena Transit),52(Pasadena Transit),","0.663,0.7,0.659,0.659,",,,,,,,,,,,,
169954446,,33.8074002001,-117.9186981,73.2352589883,,6,,,"50(Orange County Transportation Authority),83(Orange County Transportation Authority),83(Orange County Transportation Authority),9(Anaheim Resort Transportation),","0.721,0.721,0.721,0.798,",,,,,,,,,,,,
169954449,,33.8072641003,-117.9191536,49.1712798428,,6,,,"1(Anaheim Resort Transportation),10(Anaheim Resort Transportation),11(Anaheim Resort Transportation),12(Anaheim Resort Transportation),14(Anaheim Resort Transportation),15(Anaheim Resort Transportation),16(Anaheim Resort Transportation),17(Anaheim Resort","0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,",,,,,,,,,,,,
170188866,,33.8084440998,-117.9191875,0.07410242897,,6,,,"1(Anaheim Resort Transportation),10(Anaheim Resort Transportation),11(Anaheim Resort Transportation),12(Anaheim Resort Transportation),14(Anaheim Resort Transportation),15(Anaheim Resort Transportation),16(Anaheim Resort Transportation),17(Anaheim Resort","0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,",,,,,,,,,,,,
170291462,,33.4984254999,-117.1239439,114.819718076,,6,,,"24(Riverside Transit Agency),24(Riverside Transit Agency),","0.542,0.689,",Open Access,Ronald Reagan Sports Park,,24591,1392,"Temecula, City of",City,City Agency,http://www.cityoftemecula.org/,City,55.011,Ronald Reagan Sports Park
170291465,,33.4986430001,-117.1250855,114.005168057,,6,,,"24(Riverside Transit Agency),","0.401,",Open Access,Ronald Reagan Sports Park,,24591,1392,"Temecula, City of",City,City Agency,http://www.cityoftemecula.org/,City,55.011,Ronald Reagan Sports Park
170291926,,33.4993828004,-117.1240851,17.3993043884,,6,,,"24(Riverside Transit Agency),","0.364,",Open Access,Ronald Reagan Sports Park,,24591,1392,"Temecula, City of",City,City Agency,http://www.cityoftemecula.org/,City,55.011,Ronald Reagan Sports Park
170291927,,33.4993557002,-117.1245146,17.4036166902,,6,,,"24(Riverside Transit Agency),","0.325,",Open Access,Ronald Reagan Sports Park,,24591,1392,"Temecula, City of",City,City Agency,http://www.cityoftemecula.org/,City,55.011,Ronald Reagan Sports Park
170291928,,33.4992559996,-117.1242197,115.998748469,,6,,,"24(Riverside Transit Agency),","0.351,",Open Access,Ronald Reagan Sports Park,,24591,1392,"Temecula, City of",City,City Agency,http://www.cityoftemecula.org/,City,55.011,Ronald Reagan Sports Park
170291929,,33.4987271002,-117.1231254,114.429086282,,6,,,"24(Riverside Transit Agency),24(Riverside Transit Agency),","0.632,0.599,",Open Access,Ronald Reagan Sports Park,,24591,1392,"Temecula, City of",City,City Agency,http://www.cityoftemecula.org/,City,55.011,Ronald Reagan Sports Park
170292179,,33.4994424002,-117.1246846,114.63740686,,6,,,"24(Riverside Transit Agency),","0.311,",Open Access,Ronald Reagan Sports Park,,24591,1392,"Temecula, City of",City,City Agency,http://www.cityoftemecula.org/,City,55.011,Ronald Reagan Sports Park
170292377,,33.4993166004,-117.1229875,120.273949104,,6,,,"24(Riverside Transit Agency),24(Riverside Transit Agency),","0.248,0.549,",Open Access,Ronald Reagan Sports Park,,24591,1392,"Temecula, City of",City,City Agency,http://www.cityoftemecula.org/,City,55.011,Ronald Reagan Sports Park
170292696,,33.4998922996,-117.1221623,124.835576023,,6,,,"24(Riverside Transit Agency),24(Riverside Transit Agency),","0.308,0.285,",Open Access,Ronald Reagan Sports Park,,24591,1392,"Temecula, City of",City,City Agency,http://www.cityoftemecula.org/,City,55.011,Ronald Reagan Sports Park
170292697,,33.4988462999,-117.122591,113.995765587,,6,,,"24(Riverside Transit Agency),24(Riverside Transit Agency),","0.633,0.534,",Open Access,Ronald Reagan Sports Park,,24591,1392,"Temecula, City of",City,City Agency,http://www.cityoftemecula.org/,City,55.011,Ronald Reagan Sports Park
170294661,,33.4995799003,-117.11899,169.51932923,,6,,,"24(Riverside Transit Agency),24(Riverside Transit Agency),","0.223,0.378,",Open Access,Ronald Reagan Sports Park,,24591,1392,"Temecula, City of",City,City Agency,http://www.cityoftemecula.org/,City,55.011,Ronald Reagan Sports Park
170294662,,33.5001236996,-117.1190035,168.852410878,,6,,,"24(Riverside Transit Agency),24(Riverside Transit Agency),","0.177,0.423,",Open Access,Ronald Reagan Sports Park,,24591,1392,"Temecula, City of",City,City Agency,http://www.cityoftemecula.org/,City,55.011,Ronald Reagan Sports Park
170294664,,33.5004668,-117.1193729,298.167706404,,6,,,"24(Riverside Transit Agency),24(Riverside Transit Agency),","0.148,0.514,",Open Access,Ronald Reagan Sports Park,,24591,1392,"Temecula, City of",City,City Agency,http://www.cityoftemecula.org/,City,55.011,Ronald Reagan Sports Park
170402305,,33.5015521,-117.114874,473.307556121,,6,,,"24(Riverside Transit Agency),","0.59,",,,,,,,,,,,,
170530372,,34.1044304996,-118.2552706,21.8619735956,,6,,,"603(Los Angeles County Metropolitan Transportation Authority),96(Los Angeles County Metropolitan Transportation Authority),603(Los Angeles County Metropolitan Transportation Authority),603(Los Angeles County Metropolitan Transportation Authority),","0.309,0.316,0.316,0.592,",,,,,,,,,,,,
170634200,,33.5023868004,-117.1203827,26.0733246338,,6,,,"24(Riverside Transit Agency),24(Riverside Transit Agency),","0.145,0.751,",,,,,,,,,,,,
170642974,,33.5044103002,-117.1210304,33.0993969369,,6,,,"24(Riverside Transit Agency),24(Riverside Transit Agency),","0.472,0.772,",,,,,,,,,,,,
170645256,,33.5034240002,-117.1254263,367.141221698,,6,,,"24(Riverside Transit Agency),24(Riverside Transit Agency),","0.521,0.694,",,,,,,,,,,,,
170811615,,33.5817953003,-117.7089444,134.694841675,,6,,,"87(Orange County Transportation Authority),87(Orange County Transportation Authority),90(Orange County Transportation Authority),","0.175,0.206,0.62,",Open Access,Aliso and Wood Canyons Wilderness Park,http://ocparks.com/parks/aliso,8041,312,"Orange, County of",County,County Agency,http://ocparks.com/,County,3721.302,Aliso and Wood Canyons Wilderness Park
170997814,,33.8086439004,-117.9164756,83.6165421468,,6,,,"22(Anaheim Resort Transportation),1(Anaheim Resort Transportation),10(Anaheim Resort Transportation),11(Anaheim Resort Transportation),12(Anaheim Resort Transportation),14(Anaheim Resort Transportation),15(Anaheim Resort Transportation),16(Anaheim Resort","0.526,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.468,",,,,,,,,,,,,
170997817,,33.8054334997,-117.9163068,31.4274333654,,6,,,"50(Orange County Transportation Authority),83(Orange County Transportation Authority),83(Orange County Transportation Authority),9(Anaheim Resort Transportation),43(Orange County Transportation Authority),430(Orange County Transportation Authority),543(O","0.6,0.6,0.6,0.624,0.698,0.698,0.698,",,,,,,,,,,,,
171167786,,33.8106377001,-117.9162287,25.0957878614,,6,,,"460(Los Angeles County Metropolitan Transportation Authority),22(Anaheim Resort Transportation),43(Orange County Transportation Authority),83(Orange County Transportation Authority),430(Orange County Transportation Authority),543(Orange County Transporta","0.083,0.207,0.191,0.191,0.191,0.191,0.191,",,,,,,,,,,,,
171167787,,33.8087426999,-117.9160399,111.130215064,,6,,,"22(Anaheim Resort Transportation),43(Orange County Transportation Authority),83(Orange County Transportation Authority),430(Orange County Transportation Authority),543(Orange County Transportation Authority),83(Orange County Transportation Authority),460","0.413,0.387,0.387,0.387,0.387,0.387,0.279,",,,,,,,,,,,,
171167788,,33.8078826998,-117.9162649,109.150778289,,6,,,"22(Anaheim Resort Transportation),43(Orange County Transportation Authority),83(Orange County Transportation Authority),430(Orange County Transportation Authority),543(Orange County Transportation Authority),83(Orange County Transportation Authority),1(A","0.522,0.496,0.496,0.496,0.496,0.496,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,",,,,,,,,,,,,
171167793,,33.8104232001,-117.9163702,26.7099645942,,6,,,"22(Anaheim Resort Transportation),460(Los Angeles County Metropolitan Transportation Authority),43(Orange County Transportation Authority),83(Orange County Transportation Authority),430(Orange County Transportation Authority),543(Orange County Transporta","0.212,0.1,0.208,0.208,0.208,0.208,0.208,",,,,,,,,,,,,
171167801,,33.8097448999,-117.916033,126.395353957,,6,,,"460(Los Angeles County Metropolitan Transportation Authority),22(Anaheim Resort Transportation),43(Orange County Transportation Authority),83(Orange County Transportation Authority),430(Orange County Transportation Authority),543(Orange County Transporta","0.167,0.301,0.275,0.275,0.275,0.275,0.275,",,,,,,,,,,,,
172586454,,33.4957555,-117.1390596,20.5810484641,,6,,,"24(Riverside Transit Agency),","0.003,",,,,,,,,,,,,
172586461,,33.4958279998,-117.1390984,23.8023422309,,6,,,"24(Riverside Transit Agency),","0.006,",,,,,,,,,,,,
172586463,,33.4958191001,-117.1391141,179.147706494,,6,,,"24(Riverside Transit Agency),","0.005,",,,,,,,,,,,,
172591672,,33.4981135998,-117.1383136,93.3882532086,,6,,,"24(Riverside Transit Agency),","0.435,",,,,,,,,,,,,
172591675,,33.4985318996,-117.1384287,67.7735378596,,6,,,"24(Riverside Transit Agency),","0.484,",,,,,,,,,,,,
173134737,,33.7862489001,-118.4167785,40.5054431726,,6,,,"White(Palos Verdes Peninsula Transit Authority),White(Palos Verdes Peninsula Transit Authority),Blue(Palos Verdes Peninsula Transit Authority),Silver(Palos Verdes Peninsula Transit Authority),White(Palos Verdes Peninsula Transit Authority),","0.023,0.021,0.671,0.671,0.671,",,,,,,,,,,,,
173134740,,33.7843835002,-118.4189826,51.4362327332,,6,,,"Blue(Palos Verdes Peninsula Transit Authority),Silver(Palos Verdes Peninsula Transit Authority),White(Palos Verdes Peninsula Transit Authority),Blue(Palos Verdes Peninsula Transit Authority),Orange(Palos Verdes Peninsula Transit Authority),Silver(Palos V","0.477,0.477,0.477,0.498,0.498,0.498,0.498,0.319,",,,,,,,,,,,,
173134743,,33.7842271,-118.419118,65.1584904092,,6,,,"Blue(Palos Verdes Peninsula Transit Authority),Silver(Palos Verdes Peninsula Transit Authority),White(Palos Verdes Peninsula Transit Authority),Blue(Palos Verdes Peninsula Transit Authority),Orange(Palos Verdes Peninsula Transit Authority),Silver(Palos V","0.494,0.494,0.494,0.515,0.515,0.515,0.515,0.336,",,,,,,,,,,,,
173309700,,33.5777816998,-117.6985712,413.464635156,,6,,,"90(Orange County Transportation Authority),","0.8,",,,,,,,,,,,,
173309702,,33.5751773,-117.7054215,316.922767822,,6,,,"90(Orange County Transportation Authority),90(Orange County Transportation Authority),","0.493,0.766,",,,,,,,,,,,,
173376238,Arroyo Pescadero Loop,33.9658943001,-118.0012196,2970.11567228,,6,,,"285(Foothill Transit),285(Foothill Transit),","0.566,0.572,",Open Access,Arroyo Pescadero,,29674,2088,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Special District,812.679,Arroyo Pescadero
173376817,,33.9659644004,-118.0009852,24.0233081307,,6,,,"285(Foothill Transit),285(Foothill Transit),","0.546,0.552,",Open Access,Arroyo Pescadero,,29674,2088,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Special District,812.679,Arroyo Pescadero
173394030,,34.0765470996,-118.2303192,49.7619481109,,6,,,"28(Los Angeles County Metropolitan Transportation Authority),45(Los Angeles County Metropolitan Transportation Authority),83(Los Angeles County Metropolitan Transportation Authority),","0.8,0.8,0.8,",Open Access,Elysian Park,http://lacity.org/for-residents/recreation/parks-gardens-beaches,5628,1188,"Los Angeles, City of",City,City Agency,http://lacity.org/,City,576.348,Elysian Park
173394288,,33.8065759004,-117.9189884,4.13462065272,,6,,,"1(Anaheim Resort Transportation),10(Anaheim Resort Transportation),11(Anaheim Resort Transportation),12(Anaheim Resort Transportation),14(Anaheim Resort Transportation),15(Anaheim Resort Transportation),16(Anaheim Resort Transportation),17(Anaheim Resort","0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,",,,,,,,,,,,,
173567459,,33.7471205004,-118.4117369,140.928977291,,6,,,"226(Palos Verdes Peninsula Transit Authority),Blue(Palos Verdes Peninsula Transit Authority),Orange(Palos Verdes Peninsula Transit Authority),344(Los Angeles County Metropolitan Transportation Authority),","0.797,0.797,0.797,0.55,",,,,,,,,,,,,
173716194,,33.4766002003,-117.095096,49.2362572349,,6,,,"24(Riverside Transit Agency),24(Riverside Transit Agency),24(Riverside Transit Agency),","0.125,0.157,0.266,",,,,,,,,,,,,
173716195,,33.4766215997,-117.0951204,5.52226691439,,6,,,"24(Riverside Transit Agency),24(Riverside Transit Agency),24(Riverside Transit Agency),","0.126,0.157,0.266,",,,,,,,,,,,,
173900342,,33.8052537,-117.920261,35.0209470954,,6,,,"50(Orange County Transportation Authority),83(Orange County Transportation Authority),83(Orange County Transportation Authority),","0.472,0.472,0.472,",,,,,,,,,,,,
174392260,,33.4966063999,-117.1350185,39.6346179021,,6,,,"24(Riverside Transit Agency),","0.441,",,,,,,,,,,,,
174409663,,34.1240682001,-118.301012,1021.53618501,,6,,,"DASH Weekend Observatory Shuttle(Los Angeles Department of Transportation),","0.61,",Open Access,Griffith Park,http://www.laparks.org/dos/parks/facility/griffithPk.htm,5656,1188,"Los Angeles, City of",City,City Agency,http://lacity.org/,City,4067.215,Griffith Park
174533648,,34.1191929996,-118.300524,7.40386941662,,6,,,"DASH Weekend Observatory Shuttle(Los Angeles Department of Transportation),","0.043,",Open Access,Griffith Park,http://www.laparks.org/dos/parks/facility/griffithPk.htm,5656,1188,"Los Angeles, City of",City,City Agency,http://lacity.org/,City,4067.215,Griffith Park
175013385,,33.8955667999,-117.9253649,103.324267982,,6,,,"103(Orange County Transportation Authority),143(Orange County Transportation Authority),143(Orange County Transportation Authority),103(Orange County Transportation Authority),143(Orange County Transportation Authority),","0.533,0.533,0.394,0.572,0.572,",Open Access,Brea Dam Park,,16341,1115,"Fullerton, City of",City,City Agency,http://www.ci.fullerton.ca.us/depts/parks_n_recreation/default.asp,City,105.552,Brea Dam Park
175537510,,33.8121952998,-117.9176176,39.747554121,,6,,,"1(Anaheim Resort Transportation),10(Anaheim Resort Transportation),11(Anaheim Resort Transportation),12(Anaheim Resort Transportation),14(Anaheim Resort Transportation),15(Anaheim Resort Transportation),16(Anaheim Resort Transportation),17(Anaheim Resort","0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.681,0.797,",,,,,,,,,,,,
175537511,,33.8123881999,-117.9172735,23.748724219,,6,,,"1(Anaheim Resort Transportation),10(Anaheim Resort Transportation),11(Anaheim Resort Transportation),12(Anaheim Resort Transportation),14(Anaheim Resort Transportation),15(Anaheim Resort Transportation),16(Anaheim Resort Transportation),17(Anaheim Resort","0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.78,",,,,,,,,,,,,
175537837,,33.8126678998,-117.9179291,7.69629608,,6,,,"460(Los Angeles County Metropolitan Transportation Authority),","0.683,",,,,,,,,,,,,
175537838,,33.8126669996,-117.9177367,5.88001245746,,6,,,"460(Los Angeles County Metropolitan Transportation Authority),","0.701,",,,,,,,,,,,,
175946648,Lynnmere Trail,34.2102007996,-118.8867101,219.052976455,,6,,,"2(Thousand Oaks Transit),","0.636,",Open Access,Wildwood Park,http://www.crpd.org/parkfac/parks/wildwood.asp,2635,2024,Conejo Open Space Conservation Agency,Special District,Open Space District,http://www.conejo-openspace.org/,Special District,1705.358,Wildwood Park
176041917,Fort Trail,34.2150484998,-118.8924292,193.667401245,,6,,,"2(Thousand Oaks Transit),2(Thousand Oaks Transit),","0.675,0.606,",Open Access,Wildwood Park,http://www.crpd.org/parkfac/parks/wildwood.asp,2635,2024,Conejo Open Space Conservation Agency,Special District,Open Space District,http://www.conejo-openspace.org/,Special District,1705.358,Wildwood Park
176041923,Fort Trail,34.2144386003,-118.8943013,62.872418079,,6,,,"2(Thousand Oaks Transit),","0.8,",Open Access,Wildwood Park,http://www.crpd.org/parkfac/parks/wildwood.asp,2635,2024,Conejo Open Space Conservation Agency,Special District,Open Space District,http://www.conejo-openspace.org/,Special District,1705.358,Wildwood Park
176041925,Fort Trail,34.2144386003,-118.8943013,121.379338472,,6,,,"2(Thousand Oaks Transit),","0.8,",Open Access,Wildwood Park,http://www.crpd.org/parkfac/parks/wildwood.asp,2635,2024,Conejo Open Space Conservation Agency,Special District,Open Space District,http://www.conejo-openspace.org/,Special District,1705.358,Wildwood Park
176422658,,33.8086940997,-117.9175952,24.4063145235,,6,,,"1(Anaheim Resort Transportation),10(Anaheim Resort Transportation),11(Anaheim Resort Transportation),12(Anaheim Resort Transportation),14(Anaheim Resort Transportation),15(Anaheim Resort Transportation),16(Anaheim Resort Transportation),17(Anaheim Resort","0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.387,0.458,",,,,,,,,,,,,
176422660,,33.8086929998,-117.917439,35.9069914296,,6,,,"1(Anaheim Resort Transportation),10(Anaheim Resort Transportation),11(Anaheim Resort Transportation),12(Anaheim Resort Transportation),14(Anaheim Resort Transportation),15(Anaheim Resort Transportation),16(Anaheim Resort Transportation),17(Anaheim Resort","0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.401,0.472,",,,,,,,,,,,,
176873808,Arroyo Conejo Trail,34.1910901999,-118.9111684,1257.04031644,,6,,,"1(Thousand Oaks Transit),3(Thousand Oaks Transit),3(Thousand Oaks Transit),","0.418,0.431,0.476,",Open Access,Rancho Conejo Playfield,,24135,2025,Conejo Recreation and Park District,Special District,Recreation/Parks District,http://www.crpd.org/,Special District,14.346,Rancho Conejo Playfield
177893773,,34.0796810004,-118.2060149,211.075047612,,6,,,"45(Los Angeles County Metropolitan Transportation Authority),252(Los Angeles County Metropolitan Transportation Authority),DASH Lincoln Heights/Chinatown(Los Angeles Department of Transportation),45(Los Angeles County Metropolitan Transportation Authorit","0.757,0.757,0.76,0.754,0.754,",,,,,,,,,,,,
177893774,,34.0809685004,-118.2050764,88.0923340728,,6,,,"252(Los Angeles County Metropolitan Transportation Authority),252(Los Angeles County Metropolitan Transportation Authority),252(Los Angeles County Metropolitan Transportation Authority),","0.368,0.356,0.524,",,,,,,,,,,,,
178732991,,34.0625750002,-118.4113837,51.2031528813,,6,,,"Commuter Express 534(Los Angeles Department of Transportation),28(Los Angeles County Metropolitan Transportation Authority),728(Los Angeles County Metropolitan Transportation Authority),Commuter Express 534(Los Angeles Department of Transportation),","0.688,0.737,0.737,0.737,",,,,,,,,,,,,
178732995,,34.0624023997,-118.4119046,118.973987524,,6,,,"Commuter Express 534(Los Angeles Department of Transportation),28(Los Angeles County Metropolitan Transportation Authority),728(Los Angeles County Metropolitan Transportation Authority),Commuter Express 534(Los Angeles Department of Transportation),","0.747,0.796,0.796,0.796,",Restricted Access,Beverly Hills High School,,29616,1029,"Beverly Hills, City of",City,City Agency,http://www.beverlyhills.org/living/recreationparks/,City,10.454,Beverly Hills High School
178743041,,33.6859120997,-118.0128893,49.3184816775,,6,,,"25(Orange County Transportation Authority),","0.725,",,,,,,,,,,,,
178743092,,33.6859399004,-118.0104268,196.915325345,,6,,,"25(Orange County Transportation Authority),25(Orange County Transportation Authority),25(Orange County Transportation Authority),","0.509,0.744,0.716,",,,,,,,,,,,,
178743093,,33.6846104002,-118.0107325,47.9360343196,,6,,,"25(Orange County Transportation Authority),25(Orange County Transportation Authority),25(Orange County Transportation Authority),178(Orange County Transportation Authority),","0.662,0.563,0.588,0.588,",Open Access,Discovery Well Park,,18168,1141,"Huntington Beach, City of",City,City Agency,http://www.surfcity-hb.org/residents/parks_facilities/parks/index.cfm,City,7.094,Discovery Well Park
179063446,Los Robles Trail,34.1617589004,-118.8417378,65.5772149177,,6,,,"Commuter Express 423(Los Angeles Department of Transportation),Commuter Express 423(Los Angeles Department of Transportation),Commuter Express 422(Los Angeles Department of Transportation),","0.431,0.505,0.585,",Open Access,South Ranch Open Space - COSCA,http://www.conejo-openspace.org/open_space_areas_in_TO.htm#South Ranch,2575,2024,Conejo Open Space Conservation Agency,Special District,Open Space District,http://www.conejo-openspace.org/,Special District,618.974,South Ranch OS - COSCA
179063448,Los Robles Trail,34.1621335004,-118.8404168,181.894758457,,6,,,"Commuter Express 423(Los Angeles Department of Transportation),Commuter Express 423(Los Angeles Department of Transportation),Commuter Express 422(Los Angeles Department of Transportation),","0.227,0.301,0.381,",,,,,,,,,,,,
179063452,Los Robles Connector Trail,34.1611427002,-118.8417842,303.536848335,,6,,,"Commuter Express 423(Los Angeles Department of Transportation),Commuter Express 422(Los Angeles Department of Transportation),Commuter Express 423(Los Angeles Department of Transportation),","0.409,0.563,0.483,",Open Access,South Ranch Open Space - COSCA,http://www.conejo-openspace.org/open_space_areas_in_TO.htm#South Ranch,2575,2024,Conejo Open Space Conservation Agency,Special District,Open Space District,http://www.conejo-openspace.org/,Special District,618.974,South Ranch OS - COSCA
179079339,,33.7808715999,-118.3441211,133.037552247,,6,,,"Green(Palos Verdes Peninsula Transit Authority),225(Palos Verdes Peninsula Transit Authority),Ridgecrest Shuttle(Palos Verdes Peninsula Transit Authority),Green(Palos Verdes Peninsula Transit Authority),225(Palos Verdes Peninsula Transit Authority),","0.616,0.749,0.734,0.734,0.734,",Open Access,South Coast Botanic Garden,,25642,305,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,County,81.712,South Coast Botanic Garden
179079344,,33.7818660001,-118.3448785,118.235645257,,6,,,"Green(Palos Verdes Peninsula Transit Authority),","0.773,",Open Access,South Coast Botanic Garden,,25642,305,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,County,81.712,South Coast Botanic Garden
179079346,,33.7824889002,-118.342416,255.219979478,,6,,,"Ridgecrest Shuttle(Palos Verdes Peninsula Transit Authority),Green(Palos Verdes Peninsula Transit Authority),Ridgecrest Shuttle(Palos Verdes Peninsula Transit Authority),Green(Palos Verdes Peninsula Transit Authority),Green(Palos Verdes Peninsula Transit","0.599,0.599,0.631,0.631,0.704,",Open Access,South Coast Botanic Garden,,25642,305,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,County,81.712,South Coast Botanic Garden
179079351,,33.7819523998,-118.3439652,45.2653826642,,6,,,"Green(Palos Verdes Peninsula Transit Authority),225(Palos Verdes Peninsula Transit Authority),Ridgecrest Shuttle(Palos Verdes Peninsula Transit Authority),Green(Palos Verdes Peninsula Transit Authority),225(Palos Verdes Peninsula Transit Authority),","0.667,0.8,0.785,0.785,0.785,",Open Access,South Coast Botanic Garden,,25642,305,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,County,81.712,South Coast Botanic Garden
179079354,,33.7809712997,-118.3434027,362.836038405,,6,,,"Green(Palos Verdes Peninsula Transit Authority),Ridgecrest Shuttle(Palos Verdes Peninsula Transit Authority),Green(Palos Verdes Peninsula Transit Authority),225(Palos Verdes Peninsula Transit Authority),225(Palos Verdes Peninsula Transit Authority),","0.543,0.661,0.661,0.661,0.676,",Open Access,South Coast Botanic Garden,,25642,305,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,County,81.712,South Coast Botanic Garden
179079360,,33.7808676996,-118.3445364,653.699163079,,6,,,"Green(Palos Verdes Peninsula Transit Authority),225(Palos Verdes Peninsula Transit Authority),Ridgecrest Shuttle(Palos Verdes Peninsula Transit Authority),Green(Palos Verdes Peninsula Transit Authority),225(Palos Verdes Peninsula Transit Authority),","0.654,0.787,0.772,0.772,0.772,",Open Access,South Coast Botanic Garden,,25642,305,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,County,81.712,South Coast Botanic Garden
179079362,,33.7834700003,-118.3430769,99.2070180805,,6,,,"Ridgecrest Shuttle(Palos Verdes Peninsula Transit Authority),Green(Palos Verdes Peninsula Transit Authority),","0.78,0.78,",Open Access,South Coast Botanic Garden,,25642,305,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,County,81.712,South Coast Botanic Garden
179079365,,33.7821568004,-118.3434827,98.6000508897,,6,,,"Green(Palos Verdes Peninsula Transit Authority),Ridgecrest Shuttle(Palos Verdes Peninsula Transit Authority),Green(Palos Verdes Peninsula Transit Authority),Ridgecrest Shuttle(Palos Verdes Peninsula Transit Authority),Green(Palos Verdes Peninsula Transit","0.711,0.606,0.606,0.638,0.638,",Open Access,South Coast Botanic Garden,,25642,305,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,County,81.712,South Coast Botanic Garden
179079366,,33.7827749998,-118.3434458,108.425708791,,6,,,"Ridgecrest Shuttle(Palos Verdes Peninsula Transit Authority),Green(Palos Verdes Peninsula Transit Authority),Ridgecrest Shuttle(Palos Verdes Peninsula Transit Authority),Green(Palos Verdes Peninsula Transit Authority),","0.705,0.705,0.737,0.737,",Open Access,South Coast Botanic Garden,,25642,305,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,County,81.712,South Coast Botanic Garden
